sample	SF10	SF11	SF12	SF13	SF14	SF15	SF16	SF17	SF18	SF19	SF1	SF20	SF21	SF22	SF23	SF24	SF25	SF26	SF27	SF2	SF34	SF35	SF36	SF37	SF3	SF4	SF5	SF6	SF7	SF8	SF9
PWY1ZNC.1._assimilatory_sulfate_reduction_IV	0.000396387	5.81E-07	0.000285126	1.58E-06	2.58E-05	3.65E-05	2.98E-05	1.22E-05	0	2.78E-05	0	0.000103093	5.87E-05	0	0.000332117	1.24E-05	0.000110791	4.10E-05	0.000334896	0.000280493	6.92E-07	1.19E-06	2.38E-06	0	0.000307288	6.36E-06	0.000240029	1.58E-06	8.45E-06	8.80E-07	0.000398797
PWY3O.19._ubiquinol.6_biosynthesis_.late_decarboxylation.	0	0	0	0	0	0	0	0	0	2.31E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY3O.4107._NAD_salvage_pathway_V_.PNC_V_cycle.	2.87E-06	0	0	1.28E-06	4.63E-05	8.01E-07	8.62E-05	2.28E-05	0	5.32E-06	0	6.09E-05	4.03E-05	0	0.0001843	1.79E-05	6.08E-05	4.88E-05	3.57E-05	8.12E-07	9.55E-06	8.60E-06	0.000128211	0	4.25E-07	1.77E-05	3.18E-05	2.20E-06	2.47E-05	2.83E-07	7.84E-06
PWY3O.4108._L.tyrosine_degradation_III	0	0	0	0	0	0	0	0	0	2.38E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY490.3._nitrate_reduction_VI_.assimilatory.	0	0	0	0	0	0	0	3.92E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY4FS.7._phosphatidylglycerol_biosynthesis_I_.plastidic.	0.000330837	1.04E-05	0.000404186	3.23E-06	0.000150392	4.12E-05	0.0005286	5.64E-05	1.77E-06	2.90E-05	3.50E-06	0.000177575	0.000124245	0	0.000384966	6.63E-05	0.000354869	0.00012116	0.000333746	0.000373695	1.36E-05	0.000199318	0.000410551	2.36E-06	0.00041076	4.96E-05	0.000346629	4.36E-05	0.000214892	3.31E-06	0.000362821
PWY4FS.8._phosphatidylglycerol_biosynthesis_II_.non.plastidic.	0.000330833	1.04E-05	0.000404186	3.23E-06	0.000150392	4.12E-05	0.000526341	5.64E-05	1.77E-06	2.90E-05	3.50E-06	0.00017756	0.000124245	0	0.000384966	6.63E-05	0.000354869	0.00012116	0.000333746	0.000373695	1.35E-05	0.000199318	0.000391428	2.36E-06	0.00041076	4.96E-05	0.000346629	4.36E-05	0.000214892	3.31E-06	0.000362644
PWY4LZ.257._superpathway_of_fermentation_.Chlamydomonas_reinhardtii.	0.000292897	0	0.000499785	1.40E-06	0.000121036	4.71E-05	2.50E-05	3.13E-05	0	8.55E-06	4.65E-07	0.000138236	4.82E-05	0	0.000391621	2.16E-05	0.000152583	5.21E-05	0.000319677	0.000304276	2.14E-06	7.01E-06	0.000141364	1.11E-06	0.000334125	8.26E-06	0.000289785	8.42E-07	1.77E-05	1.83E-06	0.000259559
PWY5F9.12._biphenyl_degradation	5.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71E-07	0	0	7.59E-07	8.41E-07	0	0	0	0	0	0	0	0	0	0	0	5.22E-05
PWY66.201._nicotine_degradation_IV	0	3.88E-06	0	2.93E-06	0	1.83E-06	0	2.40E-06	3.93E-06	2.58E-06	4.80E-06	8.19E-07	0	3.42E-05	1.14E-07	2.45E-06	0	9.80E-07	0	0	4.39E-06	0	0	1.39E-05	0	6.65E-06	0	3.10E-06	0	2.95E-06	0
PWY66.367._ketogenesis	1.76E-06	0	0	5.49E-07	0	0	9.57E-06	2.14E-07	0	0	5.23E-07	2.59E-06	0	0	0	9.17E-07	2.38E-06	5.98E-07	0	0	0	0	2.91E-06	0	0	0	0	0	5.02E-07	0	0
PWY66.374._C20_prostanoid_biosynthesis	0	3.08E-07	0	1.24E-07	0	0	0	0	0	1.71E-07	0	0	0	1.34E-06	0	9.29E-08	0	0	0	0	4.12E-07	0	0	1.07E-06	0	0	0	2.51E-07	0	0	0
PWY66.378._androgen_biosynthesis	0	8.92E-08	0	8.13E-08	0	5.93E-08	0	1.10E-07	2.87E-07	7.79E-08	1.19E-07	6.15E-08	0	1.19E-06	0	6.00E-08	0	0	0	0	0	0	0	2.78E-07	0	2.56E-07	0	1.31E-07	0	1.09E-07	0
PWY66.388._ceramide_degradation_by_.alpha..oxidation	0	2.70E-07	0	1.80E-07	4.81E-07	1.18E-07	0	1.79E-07	3.64E-07	3.29E-07	6.61E-07	9.69E-08	0	1.52E-06	5.16E-08	1.72E-07	0	1.13E-07	0	0	3.47E-07	0	7.83E-08	1.13E-06	0	4.82E-07	0	2.05E-06	8.08E-06	1.64E-07	0
PWY66.389._phytol_degradation	0.00033391	2.34E-06	9.91E-06	1.27E-06	7.25E-06	7.74E-06	8.06E-05	5.80E-06	8.46E-07	9.76E-07	7.54E-07	5.50E-05	2.93E-05	2.45E-06	0.000467059	7.13E-06	1.57E-05	9.61E-06	0.000282663	0.000256224	1.99E-06	0.000252725	6.17E-05	1.59E-06	0.00028078	4.38E-06	0.00016727	1.15E-05	5.29E-05	7.04E-07	0.000283728
PWY66.391._fatty_acid_.beta..oxidation_VI_.mammalian_peroxisome.	0	2.51E-07	0	4.83E-07	4.53E-05	2.82E-07	5.73E-07	9.69E-07	3.93E-07	4.27E-06	4.82E-07	2.46E-06	3.91E-06	1.70E-06	1.20E-06	3.02E-07	0	6.32E-07	1.65E-06	0	4.30E-07	4.81E-06	0	1.10E-06	0	6.53E-07	4.84E-07	0	0	3.46E-07	0
PWY66.398._TCA_cycle_III_.animals.	0	2.29E-07	0	0	0	0	0	1.15E-06	0	2.53E-07	0	0	0	0	0	2.09E-06	0	1.78E-07	0	0	0	0	0	0	0	0	0	8.30E-07	0	0	0
PWY66.399._gluconeogenesis_III	0	1.39E-06	0	2.50E-06	0.000145641	4.07E-06	0.000109952	3.22E-05	9.61E-07	3.13E-06	6.20E-06	7.40E-06	0	0	0	1.76E-06	0	1.33E-05	5.21E-07	1.51E-06	5.82E-06	1.81E-05	0.000167669	2.28E-06	0	2.53E-05	0	2.02E-05	6.55E-05	2.47E-06	1.53E-05
PWY66.409._superpathway_of_purine_nucleotide_salvage	0.000235173	2.05E-06	0.000274891	1.97E-06	9.02E-05	4.25E-05	0.000478648	4.27E-05	9.36E-07	3.40E-05	2.69E-06	0.000133667	0.000149967	0	0.000340902	8.31E-05	0.00018213	7.09E-05	0.000277054	0.00026273	1.68E-05	0.000252681	0.000521962	0	0.000267909	5.08E-05	0.000211317	3.15E-05	0.000148872	1.47E-06	0.000224526
PWY66.429._fatty_acid_biosynthesis_initiation_.mitochondria.	0.000367686	7.95E-06	0.000392026	6.06E-06	0.000479526	2.67E-05	0.000449127	0.000125427	1.24E-06	4.71E-05	2.01E-05	0.000200753	0.000298866	2.91E-06	0.000544602	8.43E-05	0.000285942	0.000164146	0.000467968	0.000379189	1.47E-05	0.000315227	0.00060342	2.03E-06	0.000400983	7.18E-05	0.000343277	2.08E-05	0.000102688	5.40E-06	0.000337835
PWY66.430._myristate_biosynthesis_.mitochondria.	7.46E-05	0	3.76E-05	0	0	0	4.95E-06	3.11E-06	6.04E-07	0	0	0.000102538	4.23E-05	0	2.59E-05	1.09E-05	2.48E-05	5.86E-06	7.41E-05	0.000208682	0	8.19E-07	0	0	0.000221644	3.78E-06	0.000164186	0	3.50E-06	0	0.00020267
PWY6666.2._dopamine_degradation	0	4.47E-07	0	4.20E-07	0	1.73E-07	0	2.76E-07	1.70E-07	2.24E-07	4.61E-07	2.77E-08	0	2.80E-06	0	2.50E-07	0	0	0	4.29E-08	0	0	0	1.15E-06	0	3.84E-07	0	3.05E-07	0	4.68E-07	0
PYRIDNUCSAL.PWY._NAD_salvage_pathway_I_.PNC_VI_cycle.	4.00E-06	0	0	1.40E-06	5.36E-05	1.11E-06	0.000109424	2.45E-05	0	6.87E-06	0	7.02E-05	4.50E-05	0	0.000117739	1.55E-05	7.81E-05	5.55E-05	4.74E-05	1.13E-06	6.61E-06	1.12E-05	0.000127195	0	5.95E-07	1.84E-05	4.17E-05	2.94E-06	3.13E-05	3.64E-07	1.08E-05
PYRIDNUCSYN.PWY._NAD_de_novo_biosynthesis_I_.from_aspartate.	0.000218043	0	0.000330741	5.36E-06	0.000431877	3.39E-05	8.81E-05	0.000100815	6.61E-07	2.37E-05	1.52E-05	0.000141539	0.000253296	0	0.000229229	5.88E-05	0.000185223	0.000101963	0.000246236	0.000228493	1.65E-06	1.98E-05	4.50E-05	0	0.000247009	1.98E-05	0.000198039	9.86E-05	0.00055818	5.45E-06	0.000222887
PYRIDOXSYN.PWY._pyridoxal_5..phosphate_biosynthesis_I	0.000284351	0	0.000232818	3.56E-06	0.000445395	3.31E-05	4.89E-05	3.38E-05	5.19E-07	2.40E-05	9.40E-06	0.000145197	0.000262076	0	0.000325429	1.13E-05	0.000158712	9.90E-05	0.000269879	0.000247235	0	0.000179815	2.52E-06	7.48E-07	0.000267328	1.35E-05	0.000227162	5.48E-05	0.000303244	4.14E-06	0.000235726
REDCITCYC._TCA_cycle_VI_.Helicobacter.	0.000183434	0	0.000134407	6.54E-07	2.94E-05	1.80E-06	8.69E-06	4.50E-06	3.00E-07	1.75E-06	6.28E-07	5.65E-05	2.17E-05	0	7.85E-05	3.76E-06	3.73E-05	2.89E-05	0.00020187	0.000135974	0	1.79E-05	3.76E-05	0	0.000140745	3.97E-06	0.000125885	3.11E-06	1.18E-05	1.27E-06	0.000183877
RHAMCAT.PWY._L.rhamnose_degradation_I	0.000428462	0	0.000380214	8.41E-07	0.000113851	3.92E-05	1.11E-05	4.78E-05	8.66E-07	3.52E-05	1.03E-05	0.000179315	0.000112836	0	0.0003115	3.76E-05	0.000212166	8.74E-05	0.000449166	0.000344674	0	3.70E-07	8.94E-06	7.84E-07	0.000349137	1.36E-05	0.000363335	1.39E-06	6.50E-06	1.37E-06	0.000416225
RIBOSYN2.PWY._flavin_biosynthesis_I_.bacteria_and_plants.	0.000140506	8.04E-06	0.000171988	3.22E-06	0.000457532	3.52E-05	0.000380456	8.42E-05	0	2.54E-05	1.11E-05	0.000121645	0.000262311	0	0.000174845	5.29E-05	0.000228497	0.000124523	0.000153291	0.00013836	5.52E-06	0.000186376	0.00032219	0	0.000145633	5.47E-05	0.000155626	0.00010148	0.000556638	5.77E-06	0.000124358
RUMP.PWY._formaldehyde_oxidation_I	0	0	0	0	6.45E-06	0	4.32E-07	5.20E-06	0	0	0	9.11E-06	2.33E-06	0	3.53E-06	0	0	2.39E-07	4.64E-07	3.93E-06	0	4.77E-07	2.36E-05	0	3.71E-06	0	2.58E-05	0	5.79E-07	0	0
SALVADEHYPOX.PWY._adenosine_nucleotides_degradation_II	9.41E-06	5.35E-07	0.000714729	1.77E-06	0.000105138	2.11E-06	7.71E-05	5.88E-05	2.34E-06	3.49E-06	3.33E-06	0.000214436	0.000111056	0	0.000610156	9.45E-05	0.000351849	0.000106811	1.79E-05	0.000145244	4.69E-07	9.38E-06	2.11E-06	0	0.000163932	1.42E-05	0.000351873	0	0	3.42E-06	2.93E-06
SER.GLYSYN.PWY._superpathway_of_L.serine_and_glycine_biosynthesis_I	0.000325719	9.49E-06	0.000380454	4.12E-06	0.000361482	3.37E-05	0.000332152	7.29E-05	1.20E-06	2.35E-05	1.27E-05	0.000173499	0.000250442	1.67E-06	0.000319955	0.000113285	0.000227165	0.000115957	0.000356008	0.00034386	9.12E-06	0.00020778	0.000288957	1.21E-06	0.000369937	2.33E-05	0.000281215	6.55E-05	0.000362373	3.62E-06	0.00029913
SO4ASSIM.PWY._assimilatory_sulfate_reduction_I	0.000688253	4.30E-06	0.00043455	1.53E-06	7.23E-05	4.59E-05	6.90E-05	3.54E-05	0	3.36E-05	0	0.000134414	0.000159069	0	0.000422239	1.28E-05	0.000192343	0.000104436	0.000642001	0.00039033	1.44E-06	6.63E-06	3.70E-05	6.53E-07	0.000421639	1.17E-05	0.000366117	1.43E-06	5.23E-06	1.50E-06	0.000702574
SULFATE.CYS.PWY._superpathway_of_sulfate_assimilation_and_cysteine_biosynthesis	0.000414059	6.24E-06	0.00044293	2.30E-06	0.000118717	4.34E-05	0.000122849	4.80E-05	0	3.04E-05	0	0.000157602	0.000194243	0	0.000354989	2.54E-05	0.000227471	0.000115987	0.000404554	0.000360804	2.42E-06	1.44E-05	6.94E-05	8.73E-07	0.000381084	1.74E-05	0.000316664	2.99E-06	1.12E-05	2.19E-06	0.00040165
TCA.GLYOX.BYPASS._superpathway_of_glyoxylate_bypass_and_TCA	0.000371589	0	0.000374563	0	5.46E-05	2.33E-06	6.38E-06	2.22E-05	1.03E-06	2.28E-06	6.27E-07	0.000129781	6.90E-05	0	0.000118832	1.41E-05	0.000183689	6.45E-05	0.000350495	0.000362357	0	9.36E-06	3.07E-06	0	0.000388342	3.22E-06	0.000292635	1.80E-06	2.65E-06	1.15E-06	0.000339963
TCA._TCA_cycle_I_.prokaryotic.	0.000348415	4.15E-07	0.0003307	0	0.000101733	1.84E-06	3.18E-05	2.59E-05	1.04E-06	1.80E-06	1.13E-06	0.000117304	6.91E-05	0	9.96E-05	1.24E-05	0.00018069	7.00E-05	0.00034089	0.000366534	0	3.00E-05	4.88E-05	0	0.000398305	6.38E-06	0.000281149	2.06E-06	2.29E-06	1.10E-06	0.000312693
THISYNARA.PWY._superpathway_of_thiamine_diphosphate_biosynthesis_III_.eukaryotes.	3.94E-06	1.82E-07	0	0	6.81E-05	9.98E-06	0.000152766	5.45E-05	7.03E-07	4.98E-06	9.84E-07	7.96E-05	9.51E-05	0	0	2.51E-05	0.000132748	7.19E-05	2.13E-05	3.26E-06	3.19E-06	5.76E-05	0.000267412	0	0	2.51E-05	2.89E-05	1.37E-05	6.24E-05	6.41E-07	1.84E-05
THREOCAT.PWY._superpathway_of_L.threonine_metabolism	0.000152185	0	0	0	0	2.96E-06	3.17E-07	9.77E-06	0	1.68E-06	0	6.23E-05	3.28E-05	0	0.000147198	9.30E-06	3.42E-05	1.17E-05	0.000158447	0.000161078	0	0	0	0	0.000173193	3.11E-06	0.000159198	0	0	5.85E-07	9.28E-05
THRESYN.PWY._superpathway_of_L.threonine_biosynthesis	0.000470723	8.74E-06	0.000560047	5.62E-06	0.000252768	6.25E-05	0.000568825	8.96E-05	9.68E-07	4.40E-05	1.31E-05	0.000234069	0.000320116	0	0.00065818	7.80E-05	0.000368796	0.000161381	0.000460269	0.000428225	2.05E-05	0.000391705	0.000610797	1.35E-06	0.000445403	7.82E-05	0.000378638	2.76E-05	0.000143912	3.48E-06	0.000531902
TRNA.CHARGING.PWY._tRNA_charging	0.000387152	7.95E-06	0.000488698	7.86E-06	0.000593699	4.15E-05	0.000630234	0.00013151	1.33E-06	2.96E-05	1.97E-05	0.000212068	0.000300055	0	0.000299971	0.000102519	0.000474092	0.000206722	0.000396497	0.000378865	2.31E-05	0.00025829	0.000703181	1.12E-06	0.000399205	8.84E-05	0.000328139	0.000136327	0.000757377	6.34E-06	0.000360642
TYRFUMCAT.PWY._L.tyrosine_degradation_I	0	0	0	0	0	0	6.51E-07	0	0	0	0	5.29E-07	0	0	0	0	0	0	0	2.15E-07	0	0	0	0	0	2.38E-07	0	0	0	0	0
UBISYN.PWY._superpathway_of_ubiquinol.8_biosynthesis_.early_decarboxylation.	2.69E-07	0	6.07E-05	0	3.92E-06	0	3.74E-07	2.27E-06	0	2.79E-07	0	6.73E-06	1.70E-06	0	0	0	2.46E-05	7.39E-06	1.16E-06	6.56E-06	0	0	0	0	7.48E-06	0	2.95E-05	0	0	0	0
UDPNACETYLGALSYN.PWY._UDP.N.acetyl.D.glucosamine_biosynthesis_II	0	5.67E-07	0	4.13E-07	0	2.42E-07	1.37E-06	3.25E-07	6.62E-07	8.27E-07	7.75E-07	1.15E-07	3.75E-07	0	1.25E-07	5.26E-07	0	2.31E-07	0	1.11E-07	4.66E-07	1.75E-06	1.75E-05	8.52E-07	0	1.16E-06	0	3.64E-07	0	5.73E-07	0
UDPNAGSYN.PWY._UDP.N.acetyl.D.glucosamine_biosynthesis_I	0.000420443	7.92E-06	0.000514741	5.89E-06	0.000179254	4.73E-05	0.000609447	4.92E-05	9.52E-07	3.57E-05	2.00E-06	0.000252053	0.000122142	0	0.000335215	0.000127074	0.000487076	0.000166198	0.000327444	0.000358344	1.78E-05	0.000265434	0.000640487	3.83E-07	0.000362968	8.38E-05	0.000368863	3.37E-05	0.000196477	2.56E-06	0.000434921
URDEGR.PWY._superpathway_of_allantoin_degradation_in_plants	1.56E-07	0	3.16E-05	0	1.32E-06	0	5.02E-08	2.24E-06	0	1.57E-07	0	9.31E-06	2.44E-06	0	1.74E-07	0	1.06E-05	3.27E-06	2.35E-07	5.10E-06	0	0	0	0	6.02E-06	0	2.07E-05	0	0	0	0
URSIN.PWY._ureide_biosynthesis	1.24E-05	4.15E-07	0	6.21E-07	3.41E-07	8.69E-07	0	1.44E-06	0	9.72E-07	0	1.07E-06	3.09E-07	0	1.83E-05	2.93E-06	1.17E-05	2.58E-06	2.25E-05	0.000119222	0	9.84E-07	0	0	0.00012777	3.17E-06	5.79E-06	0	0	1.57E-06	4.08E-06
VALDEG.PWY._L.valine_degradation_I	0	0	0	0	0	7.99E-08	0	0	0	1.45E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VALSYN.PWY._L.valine_biosynthesis	0.000623342	1.18E-05	0.000759928	7.10E-06	0.000344105	6.68E-05	0.000733968	0.000153619	2.41E-06	4.58E-05	1.66E-05	0.000349049	0.000385633	0	0.000484297	0.000126572	0.000651182	0.000233648	0.000523883	0.000500618	2.43E-05	0.000424724	0.000797496	1.83E-06	0.000518927	0.000105785	0.000558107	1.96E-05	9.84E-05	3.71E-06	0.000602248
